,Actual,Predicted
464,1550200.0,1646450.0
465,95800.0,99030.0
466,700.0,1520.0
467,83800.0,291470.0
468,3696900.0,2991300.0
469,237800.0,1680140.0
470,3251800.0,3019540.0
471,705600.0,956980.0
472,6547000.0,7475290.0
473,19300.0,9810.0
474,5161800.0,2815690.0
475,327400.0,645390.0
476,1354700.0,796530.0
477,1400.0,6250.0
478,4620200.0,8352590.0
479,900.0,550.0
480,10206500.0,4505830.0
481,1149200.0,2069980.0
482,7125900.0,4795940.0
483,1697800.0,1433270.0
484,270900.0,740710.0
485,57800.0,315250.0
486,1060600.0,842590.0
487,98500.0,64890.0
488,869900.0,871540.0
489,70500.0,64330.0
490,4555900.0,7142310.0
491,15000.0,14720.0
492,4568000.0,6343860.0
493,1639200.0,1712030.0
494,4516100.0,3533810.0
495,1800.0,24130.0
496,1045900.0,1425610.0
497,2909600.0,1070350.0
498,1305300.0,838810.0
499,245600.0,285180.0
500,2956300.0,2105970.0
501,26500.0,38380.0
502,5273100.0,8561730.0
503,609400.0,579670.0
504,3085800.0,1884100.0
505,13586100.0,10336840.0
506,1797900.0,1895170.0
507,529100.0,1486020.0
508,100.0,3600.0
509,2190500.0,2052960.0
510,1950800.0,1871170.0
511,735800.0,508370.0
512,136400.0,181690.0
513,6669400.0,8209850.0
514,3972800.0,4310210.0
515,1200.0,20820.0
516,319600.0,347360.0
517,1547800.0,1954730.0
518,583800.0,1086830.0
519,1869300.0,1107880.0
520,2300.0,7800.0
521,2628900.0,2799140.0
522,47900.0,25800.0
523,9670700.0,10887420.0
524,12913700.0,12124600.0
525,1567900.0,1520910.0
526,199700.0,611310.0
527,5917600.0,8676280.0
528,282700.0,551900.0
529,22400.0,15200.0
530,118400.0,292600.0
531,9339700.0,7385540.0
532,175000.0,414410.0
533,894100.0,420630.0
534,600.0,1750.0
535,8100.0,5990.0
536,472400.0,344140.0
537,1063600.0,1005060.0
538,258300.0,137900.0
539,0.0,460.0
540,6784800.0,6163110.0
541,867900.0,864950.0
542,240300.0,301340.0
543,8853100.0,7906570.0
544,13353100.0,13498780.0
545,2758600.0,3359400.0
546,5097800.0,6435890.0
547,1500.0,1530.0
548,193700.0,158720.0
549,19800.0,7210.0
550,100.0,150.0
551,2473400.0,4352610.0
552,6900.0,1740.0
553,4500.0,9790.0
554,98300.0,63570.0
555,1921600.0,2521210.0
556,62600.0,79860.0
557,7793200.0,8226110.0
558,13193300.0,9085360.0
559,2994200.0,3409190.0
560,4552100.0,3418070.0
561,58500.0,44940.0
562,1383600.0,904160.0
563,5817700.0,6381190.0
564,52500.0,39460.0
565,2706500.0,5740760.0
566,2553100.0,2901640.0
567,6363100.0,2146380.0
568,647300.0,485310.0
569,1954100.0,1434420.0
570,11189000.0,13221020.0
571,57100.0,321850.0
572,221300.0,492010.0
573,2000.0,21880.0
574,121800.0,240410.0
575,2206600.0,2614350.0
576,1118800.0,1636960.0
577,1793000.0,1447570.0
578,9034800.0,8303200.0
579,19300.0,4020.0
580,1109800.0,3288040.0
581,77900.0,74920.0
582,2240900.0,2985240.0
583,1277000.0,1038890.0
584,5151800.0,7404820.0
585,2373600.0,8466640.0
586,563500.0,1040060.0
587,0.0,0.0
588,85800.0,91320.0
589,2053600.0,2616950.0
590,2413000.0,1076650.0
591,4679700.0,4401660.0
592,1445400.0,841760.0
593,385700.0,417840.0
594,4498400.0,5669350.0
595,35800.0,298090.0
596,622400.0,483440.0
597,89100.0,204740.0
598,93400.0,56910.0
599,2526300.0,2412510.0
600,2135300.0,1336220.0
601,29800.0,11250.0
602,1690000.0,2860470.0
603,4063200.0,8501590.0
604,3401000.0,3498350.0
605,88500.0,119770.0
606,1486300.0,2159920.0
607,358100.0,331880.0
608,247800.0,337890.0
609,3382600.0,4291960.0
610,945500.0,1875230.0
611,3289700.0,3512500.0
612,1196800.0,2562420.0
613,912300.0,761410.0
614,79900.0,68450.0
615,1353600.0,1635490.0
616,3349700.0,3905660.0
617,2027200.0,1558050.0
618,1217700.0,1192180.0
619,1025200.0,1543080.0
620,10200.0,6970.0
621,10944400.0,14310710.0
622,51900.0,42880.0
623,600.0,2080.0
624,11311400.0,20207480.0
625,314900.0,474030.0
626,11211600.0,9610120.0
627,3824300.0,6740180.0
628,0.0,0.0
629,3300.0,12180.0
630,1472000.0,1626230.0
631,15400.0,52020.0
632,180000.0,521150.0
633,8944000.0,6425700.0
634,1405400.0,2574790.0
635,527300.0,724070.0
636,3161700.0,2972760.0
637,2779700.0,1252380.0
638,129100.0,528090.0
639,517300.0,655100.0
640,7667700.0,7465070.0
641,2050400.0,2474640.0
642,8597900.0,9925510.0
643,590500.0,1039730.0
644,1755500.0,1475190.0
645,108400.0,62760.0
646,2151300.0,2150200.0
647,7347500.0,8537080.0
648,184200.0,570060.0
649,9351900.0,6575310.0
650,56500.0,57990.0
651,1641500.0,1144820.0
652,1689700.0,2810040.0
653,132400.0,330770.0
654,29900.0,30870.0
655,665700.0,680350.0
656,200.0,2560.0
657,385700.0,310030.0
658,202300.0,282780.0
659,173000.0,282700.0
660,948700.0,1777370.0
661,66500.0,75830.0
662,4493700.0,10440090.0
663,2098200.0,3499400.0
664,2783600.0,2237440.0
665,2425900.0,2501690.0
666,200.0,7520.0
667,742800.0,1476130.0
668,622300.0,474090.0
669,1160900.0,1992950.0
670,379600.0,375970.0
671,7507700.0,11111470.0
672,5090800.0,5915280.0
673,1650900.0,1540010.0
674,93100.0,318010.0
675,27900.0,22420.0
676,2572500.0,4993700.0
677,46500.0,39740.0
678,351500.0,191690.0
679,800.0,1090.0
680,712700.0,1229340.0
681,682100.0,1021030.0
682,4220800.0,6808230.0
683,9032400.0,8959860.0
684,6372100.0,10721660.0
685,90500.0,60460.0
686,3978800.0,3981580.0
687,900.0,900.0
688,100.0,9770.0
689,54500.0,39590.0
690,6900.0,2120.0
691,2513400.0,1035530.0
692,138400.0,74810.0
693,19900.0,97280.0
694,1659400.0,1731850.0
695,126800.0,190170.0
696,6429600.0,4802980.0
697,1075200.0,2563010.0
698,1230800.0,1553310.0
699,2483500.0,1382600.0
700,170400.0,151760.0
701,857500.0,1077150.0
702,2769100.0,2779760.0
703,1611600.0,1959820.0
704,4168500.0,4994680.0
705,2008200.0,1539820.0
706,295100.0,77310.0
707,119100.0,1095430.0
708,47900.0,39120.0
709,61900.0,136020.0
710,4400.0,13330.0
711,166400.0,73400.0
712,20195900.0,10946890.0
713,615400.0,2154370.0
714,1875600.0,1328820.0
715,4240500.0,6434990.0
716,2084300.0,1754440.0
717,1360900.0,937450.0
718,568200.0,976600.0
719,2894100.0,4436700.0
720,1736300.0,1562330.0
721,5700.0,5360.0
722,517600.0,1250230.0
723,310200.0,91860.0
724,2969400.0,2225910.0
725,1000.0,1400.0
726,54500.0,88160.0
727,5840500.0,5371230.0
728,5602700.0,8819410.0
729,1000.0,490.0
730,86500.0,207730.0
731,7905900.0,11257340.0
732,428600.0,613900.0
733,113800.0,81440.0
734,1792800.0,3658400.0
735,19100.0,1420.0
736,19700.0,24430.0
737,1595300.0,1713870.0
738,1190000.0,1371160.0
739,1600.0,5860.0
740,3479900.0,5300400.0
741,3512100.0,5909100.0
742,1828800.0,2388470.0
743,3946000.0,5371420.0
744,1274500.0,1245440.0
745,1316900.0,3669680.0
746,337500.0,627170.0
747,7650800.0,5300750.0
748,4276600.0,5231110.0
749,2162000.0,1580050.0
750,7400.0,7270.0
751,1100.0,1560.0
752,9600.0,90100.0
753,248900.0,635940.0
754,702300.0,1089100.0
755,4629300.0,4729090.0
756,666700.0,778480.0
757,91100.0,384470.0
758,3330800.0,3326160.0
759,4037100.0,3511860.0
760,3510700.0,2381540.0
761,5600.0,1120.0
762,131800.0,147530.0
763,1838700.0,1533000.0
764,455200.0,486100.0
765,11103300.0,7519370.0
766,4959800.0,3559770.0
767,486000.0,942220.0
768,1019700.0,1282090.0
769,6200000.0,8043960.0
770,11214200.0,13065630.0
771,3316700.0,3762730.0
772,369200.0,500940.0
773,299500.0,587400.0
774,2868900.0,2482490.0
775,9456200.0,10091790.0
776,2237900.0,3302980.0
777,2370000.0,2780580.0
778,3570800.0,1785820.0
779,390800.0,128630.0
780,5447600.0,7058670.0
781,380200.0,224610.0
782,322800.0,555660.0
783,3640100.0,5060920.0
784,1585100.0,1946530.0
785,5441000.0,4961110.0
786,1893600.0,1901640.0
787,6978500.0,2306430.0
788,8188300.0,9596500.0
789,1750500.0,2222640.0
790,6158400.0,7277580.0
791,389200.0,862990.0
792,74500.0,75300.0
793,2015300.0,2370610.0
794,3487900.0,3615630.0
795,300.0,4550.0
796,5074400.0,4876000.0
797,7674200.0,9342340.0
798,332500.0,837400.0
799,654300.0,1689330.0
800,67900.0,137230.0
801,2752100.0,2530830.0
802,157800.0,262170.0
803,11057900.0,10407090.0
804,873500.0,1333700.0
805,0.0,1380.0
806,6924100.0,6366310.0
807,203000.0,316380.0
808,3483600.0,5989680.0
809,3898600.0,2743070.0
810,1570100.0,1656760.0
811,2522500.0,3061650.0
812,38500.0,37240.0
813,381700.0,1264300.0
814,1826300.0,3397770.0
815,429400.0,536240.0
816,3217900.0,2157650.0
817,3188600.0,3288390.0
818,7781900.0,6161070.0
819,2921700.0,1703850.0
820,10500.0,5480.0
821,10015700.0,12659570.0
822,2493500.0,1104580.0
823,1435800.0,1186570.0
824,52500.0,83890.0
825,1214000.0,2394930.0
826,243800.0,414190.0
827,1296000.0,1357680.0
828,19186600.0,14533610.0
829,7665900.0,6872000.0
830,1126800.0,3438060.0
831,4473500.0,6189780.0
832,2304400.0,1847230.0
833,4603200.0,7606330.0
834,979000.0,1229540.0
835,2885100.0,3884280.0
836,7211700.0,11809620.0
837,494000.0,601020.0
838,11293600.0,12506700.0
839,2928100.0,1538390.0
840,13300.0,6720.0
841,4143600.0,4051750.0
842,7072500.0,7470900.0
843,1788300.0,1873230.0
844,41900.0,60840.0
845,6071300.0,8532160.0
846,212300.0,180990.0
847,1390100.0,2189370.0
848,1094300.0,1509560.0
849,877900.0,1136100.0
850,60100.0,139570.0
851,5404300.0,6623020.0
852,1256300.0,1567950.0
853,1232400.0,1224850.0
854,123800.0,171650.0
855,1208300.0,1013550.0
856,3932700.0,4362360.0
857,1600.0,6700.0
858,587500.0,1142320.0
859,2855500.0,3547110.0
860,4023700.0,3143270.0
861,2871100.0,3001240.0
862,32500.0,36080.0
863,980900.0,1499450.0
864,5061800.0,5439110.0
865,4379600.0,3595940.0
866,1274200.0,1455400.0
867,151800.0,283170.0
868,817200.0,1140230.0
869,180800.0,1036640.0
870,2841200.0,4186810.0
871,1252900.0,802830.0
872,100.0,13070.0
873,765700.0,849370.0
874,5240000.0,7032720.0
875,996700.0,1058010.0
876,800.0,1070.0
877,578900.0,558860.0
878,62500.0,92750.0
879,138400.0,187200.0
880,82500.0,84430.0
881,171700.0,178140.0
882,271600.0,205040.0
883,304200.0,417520.0
884,15300.0,16050.0
885,6951000.0,6412630.0
886,4353300.0,4572750.0
887,2400.0,620.0
888,1120300.0,1408940.0
889,761200.0,492890.0
890,9109900.0,3405520.0
891,1435500.0,2132840.0
892,167700.0,203400.0
893,2443800.0,2381350.0
894,538800.0,933460.0
895,6092400.0,5956770.0
896,11300.0,5960.0
897,1734200.0,2395140.0
898,2306300.0,2263460.0
899,10755300.0,19009530.0
900,6307600.0,6674690.0
901,15162200.0,8180960.0
902,228300.0,223260.0
903,8756200.0,3552000.0
904,402400.0,524140.0
905,4931700.0,5727270.0
906,76500.0,86870.0
907,6256100.0,8404460.0
908,1473200.0,3113990.0
909,2348200.0,2698250.0
910,2510400.0,4099740.0
911,12985800.0,9280400.0
912,1696800.0,1557880.0
913,1191200.0,1874430.0
914,400.0,8840.0
915,2025500.0,1819710.0
916,1415800.0,1319310.0
917,500.0,1960.0
918,1034600.0,1025930.0
919,1834500.0,2817140.0
920,6065900.0,8624730.0
921,16900.0,16700.0
922,800.0,320.0
923,1400.0,6640.0
924,4474400.0,3789290.0
925,1000600.0,1825820.0
926,717700.0,463010.0
927,455400.0,419640.0
928,595200.0,1824340.0
929,60500.0,42400.0
930,2545100.0,1401770.0
931,246900.0,246490.0
932,4300.0,2250.0
933,739900.0,773900.0
934,26500.0,108230.0
935,49900.0,43460.0
936,180500.0,405050.0
937,69100.0,285390.0
938,12512200.0,6862220.0
939,0.0,0.0
940,8289300.0,7315930.0
941,1217400.0,1411220.0
942,1966200.0,2985350.0
943,1886800.0,1264110.0
944,328200.0,141550.0
945,3644900.0,1685850.0
946,545500.0,995370.0
947,63900.0,61310.0
948,1544100.0,8513260.0
949,53900.0,151010.0
950,1477400.0,1090890.0
951,2007900.0,2262850.0
952,11895000.0,8082460.0
953,3270000.0,4000310.0
954,226300.0,102320.0
955,1700.0,7250.0
956,19992800.0,30376130.0
957,419400.0,475550.0
958,9242900.0,4530070.0
959,1137200.0,884480.0
960,208900.0,334750.0
961,1274000.0,1094370.0
962,339500.0,244420.0
963,1239800.0,2083240.0
964,121800.0,271100.0
965,952300.0,1358670.0
966,4531800.0,5570630.0
967,7993800.0,7133820.0
968,111100.0,152190.0
969,32500.0,113000.0
970,371800.0,441190.0
971,19200.0,24780.0
972,7710800.0,3339370.0
973,42000.0,61740.0
974,1335800.0,1055670.0
975,95800.0,106860.0
976,4835400.0,5615510.0
977,1954700.0,1291420.0
978,1285200.0,1630160.0
979,4452200.0,3827410.0
980,1279600.0,1504510.0
981,3066400.0,1127870.0
982,52500.0,188880.0
983,45700.0,13070.0
984,2088000.0,2252020.0
985,4614700.0,3608170.0
986,407100.0,270150.0
987,5812800.0,4517140.0
988,5337800.0,6905950.0
989,1585800.0,2645870.0
990,987100.0,354070.0
991,300.0,2730.0
992,1593100.0,2624340.0
993,3539000.0,4796130.0
994,219700.0,237590.0
995,277600.0,186520.0
996,35600.0,19870.0
997,996700.0,1088700.0
998,424000.0,604030.0
999,9808700.0,5736530.0
1000,84600.0,59690.0
1001,2719900.0,2041140.0
1002,213000.0,686180.0
1003,141800.0,252990.0
1004,4837900.0,6103490.0
1005,3400.0,5810.0
1006,863100.0,818030.0
1007,23500.0,28190.0
1008,580100.0,720720.0
1009,712700.0,445880.0
1010,55700.0,991900.0
1011,0.0,40.0
1012,1139200.0,1251660.0
1013,1255500.0,1952560.0
1014,1100.0,1740.0
1015,10841600.0,14787460.0
1016,14886500.0,18393790.0
1017,74500.0,215840.0
1018,897500.0,621690.0
1019,2640200.0,1762250.0
1020,10040500.0,10670770.0
1021,46600.0,43890.0
1022,1958500.0,2926690.0
1023,22000.0,9560.0
1024,201900.0,1128860.0
1025,1634400.0,1987260.0
1026,1645500.0,3404020.0
1027,3197900.0,4857750.0
1028,2898300.0,2546830.0
1029,2947900.0,3596330.0
1030,1344900.0,1278720.0
1031,385500.0,286040.0
1032,503300.0,261520.0
1033,4739200.0,4754110.0
1034,9800.0,19410.0
1035,1296100.0,2594930.0
1036,1705900.0,1599590.0
1037,297700.0,494920.0
1038,1184700.0,1496570.0
1039,5124800.0,5408490.0
1040,46800.0,53000.0
1041,1234800.0,1267040.0
1042,20600.0,9800.0
1043,754000.0,1410300.0
1044,3559200.0,3673550.0
1045,1149100.0,569820.0
1046,67900.0,170540.0
1047,5329200.0,4246050.0
1048,1965700.0,1106810.0
1049,2428900.0,2465830.0
1050,407700.0,276260.0
1051,1600.0,162600.0
1052,4932600.0,6181890.0
1053,3288900.0,3711590.0
1054,1108200.0,1592340.0
1055,200.0,270.0
1056,2054300.0,2045350.0
1057,500.0,1050.0
1058,400.0,2150.0
1059,681300.0,778070.0
1060,13836300.0,9355480.0
1061,11900.0,11440.0
1062,6841800.0,12968130.0
1063,925000.0,1198300.0
1064,6624800.0,3625660.0
1065,3350500.0,2499220.0
1066,8123600.0,4354370.0
1067,49900.0,62770.0
